,InvoiceNo,InvoiceDate,StockCode,Description,Quantity,UnitPrice,Revenue,CustomerID,Country,invoiceDate_norm,Year,YearMonth,Month,MonthDate,DayofMonth,Hour,DayofWeek,Month_name,Day_name
388164,C545516,2011-03-03 12:11:00,22967,bird eggs song assorted set paper 3,-1,2.95,-2.95,14276,United Kingdom,2011-03-03,2011,2011-03,3,03-03,3,12,3,March,Thursday
388165,C545516,2011-03-03 12:11:00,71459,holder jar hanging jam holders tlight,-1,0.85,-0.85,14276,United Kingdom,2011-03-03,2011,2011-03,3,03-03,3,12,3,March,Thursday
388166,C545516,2011-03-03 12:11:00,84978,holder heart jar hanging tlight,-1,1.25,-1.25,14276,United Kingdom,2011-03-03,2011,2011-03,3,03-03,3,12,3,March,Thursday
388167,C545520,2011-03-03 12:30:00,22318,decoration hanging heart,-1,2.95,-2.95,14744,United Kingdom,2011-03-03,2011,2011-03,3,03-03,3,12,3,March,Thursday
388168,C545525,2011-03-03 13:11:00,22697,regency saucer green teacup,-24,2.55,-61.2,12415,Australia,2011-03-03,2011,2011-03,3,03-03,3,13,3,March,Thursday
388169,C545525,2011-03-03 13:11:00,22969,candles scented homemade jam,-86,1.25,-107.5,12415,Australia,2011-03-03,2011,2011-03,3,03-03,3,13,3,March,Thursday
388170,C545529,2011-03-03 13:26:00,22464,lantern hanging metal heart,-1,1.65,-1.65,16191,United Kingdom,2011-03-03,2011,2011-03,3,03-03,3,13,3,March,Thursday
388171,C545531,2011-03-03 13:45:00,22180,lamp retrospot,-1,9.95,-9.95,17675,United Kingdom,2011-03-03,2011,2011-03,3,03-03,3,13,3,March,Thursday
388172,C545532,2011-03-03 13:57:00,22827,drawer rustic seventeen sideboard,-1,85.0,-85.0,15257,United Kingdom,2011-03-03,2011,2011-03,3,03-03,3,13,3,March,Thursday
388173,C545537,2011-03-03 14:14:00,21908,metal way chocolate sign,-2,2.1,-4.2,16212,United Kingdom,2011-03-03,2011,2011-03,3,03-03,3,14,3,March,Thursday
388174,C545537,2011-03-03 14:14:00,22456,slate large chalkboard natural,-1,4.95,-4.95,16212,United Kingdom,2011-03-03,2011,2011-03,3,03-03,3,14,3,March,Thursday
388175,C545556,2011-03-03 15:21:00,37450,ceramic hanging bowl cake cakes,-1,2.95,-2.95,15005,United Kingdom,2011-03-03,2011,2011-03,3,03-03,3,15,3,March,Thursday
388176,C545556,2011-03-03 15:21:00,82486,wood s 3 white ant antique cabinet drawer 3 finish,-1,7.95,-7.95,15005,United Kingdom,2011-03-03,2011,2011-03,3,03-03,3,15,3,March,Thursday
388177,C545569,2011-03-03 16:25:00,22720,design pantry cake set 3 tins,-2,4.95,-9.9,14239,United Kingdom,2011-03-03,2011,2011-03,3,03-03,3,16,3,March,Thursday
388178,C545569,2011-03-03 16:26:00,22423,regency cakestand tier 3,-3,12.75,-38.25,14239,United Kingdom,2011-03-03,2011,2011-03,3,03-03,3,16,3,March,Thursday
388179,C545569,2011-03-03 16:26:00,22840,vintage red round cake tin,-1,7.95,-7.95,14239,United Kingdom,2011-03-03,2011,2011-03,3,03-03,3,16,3,March,Thursday
388180,C545639,2011-03-04 12:28:00,22423,regency cakestand tier 3,-1,10.95,-10.95,13113,United Kingdom,2011-03-04,2011,2011-03,3,03-04,4,12,4,March,Friday
388181,C545650,2011-03-04 13:14:00,22778,jar small glass bell cloche,-6,3.39,-20.34,15311,United Kingdom,2011-03-04,2011,2011-03,3,03-04,4,13,4,March,Friday
388182,C545650,2011-03-04 13:14:00,40001,ribs white lampshade bamboo,-1,0.64,-0.64,15311,United Kingdom,2011-03-04,2011,2011-03,3,03-04,4,13,4,March,Friday
388183,C545671,2011-03-06 10:08:00,22423,regency cakestand tier 3,-7,10.95,-76.65,15465,United Kingdom,2011-03-06,2011,2011-03,3,03-06,6,10,6,March,Sunday
388184,C545672,2011-03-06 10:13:00,22784,lantern cream gazebo,-1,4.95,-4.95,15304,United Kingdom,2011-03-06,2011,2011-03,3,03-06,6,10,6,March,Sunday
388185,C545673,2011-03-06 10:14:00,22808,chicks tlights easter 6 set,-18,2.95,-53.1,14745,United Kingdom,2011-03-06,2011,2011-03,3,03-06,6,10,6,March,Sunday
388186,C545674,2011-03-06 10:25:00,22666,design pantry box recipe yellow,-1,2.95,-2.95,18223,United Kingdom,2011-03-06,2011,2011-03,3,03-06,6,10,6,March,Sunday
388187,C545674,2011-03-06 10:25:00,22892,toadstools pepper set salt,-1,1.25,-1.25,18223,United Kingdom,2011-03-06,2011,2011-03,3,03-06,6,10,6,March,Sunday
388188,C545674,2011-03-06 10:25:00,85099C,bag black baroque white jumbo,-1,1.95,-1.95,18223,United Kingdom,2011-03-06,2011,2011-03,3,03-06,6,10,6,March,Sunday
388189,C545677,2011-03-06 10:48:00,21258,sewing victorian box large,-4,12.75,-51.0,14543,United Kingdom,2011-03-06,2011,2011-03,3,03-06,6,10,6,March,Sunday
388190,C545677,2011-03-06 10:48:00,21528,dairy traditional teapot maid,-2,5.95,-11.9,14543,United Kingdom,2011-03-06,2011,2011-03,3,03-06,6,10,6,March,Sunday
388191,C545677,2011-03-06 10:48:00,21534,dairy maid jug milk large,-1,4.95,-4.95,14543,United Kingdom,2011-03-06,2011,2011-03,3,03-06,6,10,6,March,Sunday
388192,C545677,2011-03-06 10:48:00,21781,campagne cutlery box,-7,12.75,-89.25,14543,United Kingdom,2011-03-06,2011,2011-03,3,03-06,6,10,6,March,Sunday
388193,C545677,2011-03-06 10:48:00,21843,stand red retrospot cake,-1,9.95,-9.95,14543,United Kingdom,2011-03-06,2011,2011-03,3,03-06,6,10,6,March,Sunday
388194,C545677,2011-03-06 10:48:00,22207,union flag pan frying,-1,4.25,-4.25,14543,United Kingdom,2011-03-06,2011,2011-03,3,03-06,6,10,6,March,Sunday
388195,C545677,2011-03-06 10:48:00,22624,kitchen ivory scales,-4,7.65,-30.6,14543,United Kingdom,2011-03-06,2011,2011-03,3,03-06,6,10,6,March,Sunday
388196,C545677,2011-03-06 10:48:00,22625,red kitchen scales,-2,7.65,-15.3,14543,United Kingdom,2011-03-06,2011,2011-03,3,03-06,6,10,6,March,Sunday
388197,C545677,2011-03-06 10:48:00,22627,mint kitchen scales,-1,7.65,-7.65,14543,United Kingdom,2011-03-06,2011,2011-03,3,03-06,6,10,6,March,Sunday
388198,C545678,2011-03-06 10:49:00,22098,box square boudoir tissue,-1,1.25,-1.25,16678,United Kingdom,2011-03-06,2011,2011-03,3,03-06,6,10,6,March,Sunday
388199,C545678,2011-03-06 10:49:00,84978,holder heart jar hanging tlight,-1,1.25,-1.25,16678,United Kingdom,2011-03-06,2011,2011-03,3,03-06,6,10,6,March,Sunday
388200,C545679,2011-03-06 11:07:00,22494,tin aid emergency,-1,1.25,-1.25,16923,United Kingdom,2011-03-06,2011,2011-03,3,03-06,6,11,6,March,Sunday
388201,C545689,2011-03-06 12:43:00,21658,glass dish beurre,-1,3.95,-3.95,16033,United Kingdom,2011-03-06,2011,2011-03,3,03-06,6,12,6,March,Sunday
388202,C545689,2011-03-06 12:43:00,84849D,hot baths holder soap,-1,1.69,-1.69,16033,United Kingdom,2011-03-06,2011,2011-03,3,03-06,6,12,6,March,Sunday
388203,C545720,2011-03-07 10:33:00,15056N,parasol edwardian natural,-1,5.95,-5.95,15039,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,10,0,March,Monday
388204,C545720,2011-03-07 10:33:00,22797,heart drawers gingham chest,-1,16.95,-16.95,15039,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,10,0,March,Monday
388205,C545723,2011-03-07 11:16:00,22357,tin kings choice biscuit,-2,4.25,-8.5,17048,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,11,0,March,Monday
388206,C545723,2011-03-07 11:16:00,22960,jars set making jam,-1,4.25,-4.25,17048,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,11,0,March,Monday
388207,C545723,2011-03-07 11:16:00,23182,occupied vacant toilet sign,-1,0.83,-0.83,17048,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,11,0,March,Monday
388208,C545724,2011-03-07 11:18:00,22423,regency cakestand tier 3,-8,12.75,-102.0,14051,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,11,0,March,Monday
388209,C545724,2011-03-07 11:18:00,22697,regency saucer green teacup,-2,2.95,-5.9,14051,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,11,0,March,Monday
388210,C545728,2011-03-07 11:41:00,21232,ceramic strawberry trinket box pot,-2,1.25,-2.5,12484,Spain,2011-03-07,2011,2011-03,3,03-07,7,11,0,March,Monday
388211,C545728,2011-03-07 11:41:00,22423,regency cakestand tier 3,-2,12.75,-25.5,12484,Spain,2011-03-07,2011,2011-03,3,03-07,7,11,0,March,Monday
388212,C545728,2011-03-07 11:41:00,22636,parade breakfast childs circus set,-1,8.5,-8.5,12484,Spain,2011-03-07,2011,2011-03,3,03-07,7,11,0,March,Monday
388213,C545769,2011-03-07 12:05:00,21899,fob key design garage,-18,0.65,-11.7,14903,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,12,0,March,Monday
388214,C545773,2011-03-07 12:06:00,21843,stand red retrospot cake,-1,10.95,-10.95,17139,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,12,0,March,Monday
388215,C545773,2011-03-07 12:06:00,22429,enamel cream jug measuring,-1,4.25,-4.25,17139,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,12,0,March,Monday
388216,C545823,2011-03-07 12:54:00,21314,heart trinket small glass pot,-3,2.1,-6.3,13884,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,12,0,March,Monday
388217,C545824,2011-03-07 13:00:00,22654,deluxe kit sewing,-3,5.95,-17.85,15241,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
388218,C545825,2011-03-07 13:01:00,22064,pot trinket doughnut pink,-2,1.65,-3.3,12839,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
388219,C545828,2011-03-07 13:05:00,22423,regency cakestand tier 3,-6,10.95,-65.7,15189,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
388220,C545828,2011-03-07 13:05:00,22697,regency saucer green teacup,-1,2.95,-2.95,15189,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
388221,C545828,2011-03-07 13:05:00,84978,holder heart jar hanging tlight,-1,1.25,-1.25,15189,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
388222,C545829,2011-03-07 13:08:00,84378,heart cookie cutters set 3,-24,1.25,-30.0,15290,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
388223,C545829,2011-03-07 13:08:00,84380,butterfly cookie cutters set 3,-12,1.25,-15.0,15290,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
388224,C545831,2011-03-07 13:10:00,22156,decoration pearls heart,-5,0.85,-4.25,15194,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
388225,C545831,2011-03-07 13:10:00,22666,design pantry box recipe yellow,-2,2.95,-5.9,15194,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
388226,C545833,2011-03-07 13:14:00,22158,hanging rustic decoration hearts 3,-5,2.55,-12.75,16013,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
388227,C545833,2011-03-07 13:14:00,22178,hanging victorian glass tlight,-3,1.06,-3.18,16013,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
388228,C545833,2011-03-07 13:14:00,22507,memo design retrospot board,-1,4.25,-4.25,16013,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
388229,C545833,2011-03-07 13:14:00,85053,enamel french candleholder,-3,1.69,-5.07,16013,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
388230,C545834,2011-03-07 13:16:00,21844,red retrospot mug,-1,2.95,-2.95,13458,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
388231,C545836,2011-03-07 13:19:00,21067,teatime vintage red mug,-1,1.25,-1.25,14606,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
388232,C545836,2011-03-07 13:19:00,21630,cushion carnival floor elephant,-1,8.95,-8.95,14606,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
388233,C545836,2011-03-07 13:19:00,21789,rain kids pink mac,-1,0.85,-0.85,14606,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
388234,C545837,2011-03-07 13:32:00,22181,frame snowstorm photo fridge magnet,-24,0.85,-20.4,12598,France,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
388235,C545839,2011-03-07 13:33:00,22192,clock blue diner wall,-1,8.5,-8.5,15110,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
388236,C545840,2011-03-07 13:35:00,22423,regency cakestand tier 3,-5,10.95,-54.75,13089,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
388237,C545841,2011-03-07 13:36:00,22727,clock bakelike red alarm,-3,3.75,-11.25,17675,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
388238,C545841,2011-03-07 13:36:00,22728,clock bakelike pink alarm,-1,3.75,-3.75,17675,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
388239,C545841,2011-03-07 13:36:00,22729,clock orange bakelike alarm,-2,3.75,-7.5,17675,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
388240,C545843,2011-03-07 13:37:00,22423,regency cakestand tier 3,-1,12.75,-12.75,12921,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
388241,C545843,2011-03-07 13:37:00,22456,slate large chalkboard natural,-1,4.95,-4.95,12921,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
388242,C545844,2011-03-07 13:38:00,22926,garden thermometer ivory giant,-1,5.95,-5.95,16838,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
388243,C545846,2011-03-07 13:39:00,22236,garden cake magic tier stand 3,-1,12.75,-12.75,13081,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
388244,C545847,2011-03-07 13:40:00,23005,travel card wallet london love,-1,0.42,-0.42,15903,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
388245,C545848,2011-03-07 13:41:00,22776,cakestand cake sweetheart loveheart tier stand 3,-3,8.5,-25.5,17672,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
388246,C545849,2011-03-07 13:42:00,72741,chocolatecandle grand,-3,1.45,-4.35,16598,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
388247,C545850,2011-03-07 13:45:00,21527,teapot traditional red retrospot,-1,7.95,-7.95,15811,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
388248,C545850,2011-03-07 13:45:00,21528,dairy traditional teapot maid,-3,6.95,-20.85,15811,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
388249,C545852,2011-03-07 13:49:00,22464,lantern hanging metal heart,-5,1.65,-8.25,14048,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
388250,C545852,2011-03-07 13:49:00,22804,heart holder hanging pink candleholder tlight,-1,2.95,-2.95,14048,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
388251,C545852,2011-03-07 13:49:00,85123A,holder heart cream hanging white tlight,-8,2.95,-23.6,14048,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
388252,C545866,2011-03-07 14:27:00,21424,large storage box woodland,-1,2.95,-2.95,17841,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,14,0,March,Monday
388253,C545866,2011-03-07 14:27:00,21426,storage box woodland small,-2,2.1,-4.2,17841,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,14,0,March,Monday
388254,C545866,2011-03-07 14:27:00,21427,box storage skulls small,-1,2.1,-2.1,17841,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,14,0,March,Monday
388255,C545867,2011-03-07 14:29:00,21424,large storage box woodland,-1,2.95,-2.95,17841,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,14,0,March,Monday
388256,C545885,2011-03-07 15:52:00,22667,box recipe retrospot,-1,2.95,-2.95,15827,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,15,0,March,Monday
388257,C545885,2011-03-07 15:52:00,22720,design pantry cake set 3 tins,-1,4.95,-4.95,15827,United Kingdom,2011-03-07,2011,2011-03,3,03-07,7,15,0,March,Monday
388258,C545903,2011-03-08 08:34:00,21931,bag storage jumbo suki,-1,1.95,-1.95,13345,United Kingdom,2011-03-08,2011,2011-03,3,03-08,8,8,1,March,Tuesday
388259,C545903,2011-03-08 08:34:00,22634,spaceboy childs set breakfast,-1,9.95,-9.95,13345,United Kingdom,2011-03-08,2011,2011-03,3,03-08,8,8,1,March,Tuesday
388260,C545997,2011-03-08 14:35:00,21156,apron retrospot childrens,-6,1.95,-11.7,12679,France,2011-03-08,2011,2011-03,3,03-08,8,14,1,March,Tuesday
388261,C545997,2011-03-08 14:35:00,22367,spaceboy apron design childrens,-8,1.95,-15.6,12679,France,2011-03-08,2011,2011-03,3,03-08,8,14,1,March,Tuesday
388262,C545997,2011-03-08 14:35:00,22634,spaceboy childs set breakfast,-1,9.95,-9.95,12679,France,2011-03-08,2011,2011-03,3,03-08,8,14,1,March,Tuesday
388263,C546022,2011-03-08 17:28:00,23186,jar style storage cafe french,-6,1.25,-7.5,14507,United Kingdom,2011-03-08,2011,2011-03,3,03-08,8,17,1,March,Tuesday
388264,C546022,2011-03-08 17:28:00,23187,jar style storage bonbons french,-6,1.25,-7.5,14507,United Kingdom,2011-03-08,2011,2011-03,3,03-08,8,17,1,March,Tuesday
388265,C546080,2011-03-09 11:18:00,22423,regency cakestand tier 3,-1,12.75,-12.75,15078,United Kingdom,2011-03-09,2011,2011-03,3,03-09,9,11,2,March,Wednesday
388266,C546081,2011-03-09 11:23:00,85116,candelabra black holder tlight,-6,2.1,-12.6,15974,United Kingdom,2011-03-09,2011,2011-03,3,03-09,9,11,2,March,Wednesday
388267,C546106,2011-03-09 12:21:00,D,discount,-1,9.87,-9.87,14527,United Kingdom,2011-03-09,2011,2011-03,3,03-09,9,12,2,March,Wednesday
388268,C546125,2011-03-09 14:52:00,22697,regency saucer green teacup,-6,2.95,-17.7,16316,United Kingdom,2011-03-09,2011,2011-03,3,03-09,9,14,2,March,Wednesday
388269,C546128,2011-03-09 15:05:00,22726,clock bakelike green alarm,-1,3.75,-3.75,15622,United Kingdom,2011-03-09,2011,2011-03,3,03-09,9,15,2,March,Wednesday
388270,C546128,2011-03-09 15:05:00,22840,vintage red round cake tin,-1,7.95,-7.95,15622,United Kingdom,2011-03-09,2011,2011-03,3,03-09,9,15,2,March,Wednesday
388271,C546128,2011-03-09 15:05:00,22842,tin vintage biscuit red,-1,6.75,-6.75,15622,United Kingdom,2011-03-09,2011,2011-03,3,03-09,9,15,2,March,Wednesday
388272,C546131,2011-03-09 15:08:00,21218,tin spotty red biscuit,-1,3.75,-3.75,16057,United Kingdom,2011-03-09,2011,2011-03,3,03-09,9,15,2,March,Wednesday
388273,C546131,2011-03-09 15:08:00,21531,red bowl sugar retrospot jam,-1,2.55,-2.55,16057,United Kingdom,2011-03-09,2011,2011-03,3,03-09,9,15,2,March,Wednesday
388274,C546131,2011-03-09 15:08:00,21539,butter red retrospot dish,-1,4.95,-4.95,16057,United Kingdom,2011-03-09,2011,2011-03,3,03-09,9,15,2,March,Wednesday
388275,C546131,2011-03-09 15:08:00,22072,red cup retrospot tea saucer,-1,3.75,-3.75,16057,United Kingdom,2011-03-09,2011,2011-03,3,03-09,9,15,2,March,Wednesday
388276,C546131,2011-03-09 15:08:00,22720,design pantry cake set 3 tins,-1,4.95,-4.95,16057,United Kingdom,2011-03-09,2011,2011-03,3,03-09,9,15,2,March,Wednesday
388277,C546131,2011-03-09 15:08:00,22776,cakestand cake sweetheart loveheart tier stand 3,-1,9.95,-9.95,16057,United Kingdom,2011-03-09,2011,2011-03,3,03-09,9,15,2,March,Wednesday
388278,C546131,2011-03-09 15:08:00,22841,vintage round cake green tin,-1,7.95,-7.95,16057,United Kingdom,2011-03-09,2011,2011-03,3,03-09,9,15,2,March,Wednesday
388279,C546131,2011-03-09 15:08:00,22978,pin pantry rolling,-6,3.75,-22.5,16057,United Kingdom,2011-03-09,2011,2011-03,3,03-09,9,15,2,March,Wednesday
388280,C546162,2011-03-10 09:53:00,85178,sewing victorian kit,-144,1.25,-180.0,17404,Sweden,2011-03-10,2011,2011-03,3,03-10,10,9,3,March,Thursday
388281,C546167,2011-03-10 10:13:00,21527,teapot traditional red retrospot,-2,7.95,-15.9,15611,United Kingdom,2011-03-10,2011,2011-03,3,03-10,10,10,3,March,Thursday
388282,C546168,2011-03-10 10:22:00,22892,toadstools pepper set salt,-12,1.25,-15.0,16670,United Kingdom,2011-03-10,2011,2011-03,3,03-10,10,10,3,March,Thursday
388283,C546168,2011-03-10 10:22:00,47567B,apron tea time kitchen,-3,5.95,-17.85,16670,United Kingdom,2011-03-10,2011,2011-03,3,03-10,10,10,3,March,Thursday
388284,C546170,2011-03-10 10:29:00,21713,flowerpot citronella candle,-5,1.85,-9.25,15034,United Kingdom,2011-03-10,2011,2011-03,3,03-10,10,10,3,March,Thursday
388285,C546173,2011-03-10 10:34:00,21231,ceramic sweetheart trinket box,-1,1.25,-1.25,14227,United Kingdom,2011-03-10,2011,2011-03,3,03-10,10,10,3,March,Thursday
388286,C546173,2011-03-10 10:34:00,22488,slate rectangle chalkboard natural,-1,1.65,-1.65,14227,United Kingdom,2011-03-10,2011,2011-03,3,03-10,10,10,3,March,Thursday
388287,C546174,2011-03-10 10:38:00,22791,glass antique fluted tlight,-3,1.06,-3.18,13094,United Kingdom,2011-03-10,2011,2011-03,3,03-10,10,10,3,March,Thursday
388288,C546191,2011-03-10 10:57:00,47566B,tea time bunting party,-35,0.7,-24.5,16422,United Kingdom,2011-03-10,2011,2011-03,3,03-10,10,10,3,March,Thursday
388289,C546203,2011-03-10 11:13:00,22915,magnets bottle assorted,-12,0.42,-5.04,16839,United Kingdom,2011-03-10,2011,2011-03,3,03-10,10,11,3,March,Thursday
388290,C546204,2011-03-10 11:13:00,23006,travel card meadow wallet flower,-24,0.42,-10.08,13599,United Kingdom,2011-03-10,2011,2011-03,3,03-10,10,11,3,March,Thursday
388291,C546206,2011-03-10 11:15:00,21231,ceramic sweetheart trinket box,-1,1.25,-1.25,13014,United Kingdom,2011-03-10,2011,2011-03,3,03-10,10,11,3,March,Thursday
388292,C546206,2011-03-10 11:15:00,22064,pot trinket doughnut pink,-1,1.65,-1.65,13014,United Kingdom,2011-03-10,2011,2011-03,3,03-10,10,11,3,March,Thursday
388293,C546207,2011-03-10 11:17:00,22302,design coffee pears mug,-1,2.55,-2.55,14211,United Kingdom,2011-03-10,2011,2011-03,3,03-10,10,11,3,March,Thursday
388294,C546207,2011-03-10 11:17:00,22381,toy tidy pink polkadot,-2,2.1,-4.2,14211,United Kingdom,2011-03-10,2011,2011-03,3,03-10,10,11,3,March,Thursday
388295,C546207,2011-03-10 11:17:00,22423,regency cakestand tier 3,-1,12.75,-12.75,14211,United Kingdom,2011-03-10,2011,2011-03,3,03-10,10,11,3,March,Thursday
388296,C546208,2011-03-10 11:19:00,21318,blue small glass chalice,-6,1.65,-9.9,12417,Belgium,2011-03-10,2011,2011-03,3,03-10,10,11,3,March,Thursday
388297,C546208,2011-03-10 11:19:00,22168,white wood antique organiser,-1,8.5,-8.5,12417,Belgium,2011-03-10,2011,2011-03,3,03-10,10,11,3,March,Thursday
388298,C546209,2011-03-10 11:31:00,22667,box recipe retrospot,-6,2.95,-17.7,15596,United Kingdom,2011-03-10,2011,2011-03,3,03-10,10,11,3,March,Thursday
388299,C546209,2011-03-10 11:31:00,85159B,white jars teacoffeesugar,-2,4.4,-8.8,15596,United Kingdom,2011-03-10,2011,2011-03,3,03-10,10,11,3,March,Thursday
388300,C546210,2011-03-10 11:31:00,21272,bain salle hook de,-1,1.25,-1.25,14713,United Kingdom,2011-03-10,2011,2011-03,3,03-10,10,11,3,March,Thursday
388301,C546210,2011-03-10 11:31:00,22355,bag charlotte design suki,-1,0.85,-0.85,14713,United Kingdom,2011-03-10,2011,2011-03,3,03-10,10,11,3,March,Thursday
388302,C546211,2011-03-10 11:32:00,22962,jar lid pink jam,-3,0.85,-2.55,15358,United Kingdom,2011-03-10,2011,2011-03,3,03-10,10,11,3,March,Thursday
388303,C546214,2011-03-10 11:45:00,22499,jack bunting wooden union,-1,5.95,-5.95,15724,United Kingdom,2011-03-10,2011,2011-03,3,03-10,10,11,3,March,Thursday
388304,C546217,2011-03-10 12:04:00,22994,wallet retrospot travel card,-24,0.42,-10.08,14057,United Kingdom,2011-03-10,2011,2011-03,3,03-10,10,12,3,March,Thursday
388305,C546217,2011-03-10 12:04:00,22995,wallet travel card suki,-24,0.42,-10.08,14057,United Kingdom,2011-03-10,2011,2011-03,3,03-10,10,12,3,March,Thursday
388306,C546217,2011-03-10 12:04:00,22997,travel card union wallet jack,-24,0.42,-10.08,14057,United Kingdom,2011-03-10,2011,2011-03,3,03-10,10,12,3,March,Thursday
388307,C546217,2011-03-10 12:04:00,23000,wallet transport travel card,-24,0.42,-10.08,14057,United Kingdom,2011-03-10,2011,2011-03,3,03-10,10,12,3,March,Thursday
388308,C546217,2011-03-10 12:04:00,23002,wallet skulls travel card,-24,0.42,-10.08,14057,United Kingdom,2011-03-10,2011,2011-03,3,03-10,10,12,3,March,Thursday
388309,C546217,2011-03-10 12:04:00,23004,wallet pantry travel card,-24,0.42,-10.08,14057,United Kingdom,2011-03-10,2011,2011-03,3,03-10,10,12,3,March,Thursday
388310,C546217,2011-03-10 12:04:00,23006,travel card meadow wallet flower,-24,0.42,-10.08,14057,United Kingdom,2011-03-10,2011,2011-03,3,03-10,10,12,3,March,Thursday
388311,C546234,2011-03-10 12:31:00,22967,bird eggs song assorted set paper 3,-6,2.95,-17.7,13599,United Kingdom,2011-03-10,2011,2011-03,3,03-10,10,12,3,March,Thursday
388312,C546238,2011-03-10 12:58:00,22727,clock bakelike red alarm,-1,3.75,-3.75,13767,United Kingdom,2011-03-10,2011,2011-03,3,03-10,10,12,3,March,Thursday
388313,C546241,2011-03-10 13:04:00,21899,fob key design garage,-18,0.65,-11.7,14903,United Kingdom,2011-03-10,2011,2011-03,3,03-10,10,13,3,March,Thursday
388314,C546256,2011-03-10 14:56:00,20674,bowl green polkadot,-6,1.25,-7.5,15738,United Kingdom,2011-03-10,2011,2011-03,3,03-10,10,14,3,March,Thursday
388315,C546267,2011-03-10 15:02:00,22046,paper tea wrapping party,-9,0.42,-3.78,15093,United Kingdom,2011-03-10,2011,2011-03,3,03-10,10,15,3,March,Thursday
388316,C546270,2011-03-10 15:03:00,22720,design pantry cake set 3 tins,-2,4.95,-9.9,17567,United Kingdom,2011-03-10,2011,2011-03,3,03-10,10,15,3,March,Thursday
388317,C546278,2011-03-10 15:06:00,22424,enamel bin bread cream,-1,12.75,-12.75,13476,United Kingdom,2011-03-10,2011,2011-03,3,03-10,10,15,3,March,Thursday
388318,C546278,2011-03-10 15:06:00,22841,vintage round cake green tin,-1,7.95,-7.95,13476,United Kingdom,2011-03-10,2011,2011-03,3,03-10,10,15,3,March,Thursday
