,invoice_id,InvoiceNo,InvoiceDate,invoiceDate_norm,Year,YearMonth,Month,MonthDate,DayofMonth,Hour,DayofWeek,Month_name,Day_name
3393,3393,545228,2011-03-01 09:47:00,2011-03-01,2011,2011-03,3,03-01,1,9,1,March,Tuesday
3394,3394,545229,2011-03-01 09:52:00,2011-03-01,2011,2011-03,3,03-01,1,9,1,March,Tuesday
3395,3395,545231,2011-03-01 10:08:00,2011-03-01,2011,2011-03,3,03-01,1,10,1,March,Tuesday
3396,3396,545232,2011-03-01 10:19:00,2011-03-01,2011,2011-03,3,03-01,1,10,1,March,Tuesday
3397,3397,545233,2011-03-01 10:25:00,2011-03-01,2011,2011-03,3,03-01,1,10,1,March,Tuesday
3398,3398,545234,2011-03-01 10:26:00,2011-03-01,2011,2011-03,3,03-01,1,10,1,March,Tuesday
3399,3399,545235,2011-03-01 10:31:00,2011-03-01,2011,2011-03,3,03-01,1,10,1,March,Tuesday
3400,3400,545237,2011-03-01 10:38:00,2011-03-01,2011,2011-03,3,03-01,1,10,1,March,Tuesday
3401,3401,545238,2011-03-01 11:02:00,2011-03-01,2011,2011-03,3,03-01,1,11,1,March,Tuesday
3402,3402,545276,2011-03-01 11:30:00,2011-03-01,2011,2011-03,3,03-01,1,11,1,March,Tuesday
3403,3403,545279,2011-03-01 11:36:00,2011-03-01,2011,2011-03,3,03-01,1,11,1,March,Tuesday
3404,3404,545287,2011-03-01 11:42:00,2011-03-01,2011,2011-03,3,03-01,1,11,1,March,Tuesday
3405,3405,545288,2011-03-01 11:48:00,2011-03-01,2011,2011-03,3,03-01,1,11,1,March,Tuesday
3406,3406,545289,2011-03-01 11:55:00,2011-03-01,2011,2011-03,3,03-01,1,11,1,March,Tuesday
3407,3407,545290,2011-03-01 12:01:00,2011-03-01,2011,2011-03,3,03-01,1,12,1,March,Tuesday
3408,3408,545294,2011-03-01 12:07:00,2011-03-01,2011,2011-03,3,03-01,1,12,1,March,Tuesday
3409,3409,545295,2011-03-01 12:09:00,2011-03-01,2011,2011-03,3,03-01,1,12,1,March,Tuesday
3410,3410,545300,2011-03-01 12:24:00,2011-03-01,2011,2011-03,3,03-01,1,12,1,March,Tuesday
3411,3411,545301,2011-03-01 12:26:00,2011-03-01,2011,2011-03,3,03-01,1,12,1,March,Tuesday
3412,3412,545302,2011-03-01 12:46:00,2011-03-01,2011,2011-03,3,03-01,1,12,1,March,Tuesday
3413,3413,545303,2011-03-01 12:48:00,2011-03-01,2011,2011-03,3,03-01,1,12,1,March,Tuesday
3414,3414,545304,2011-03-01 12:51:00,2011-03-01,2011,2011-03,3,03-01,1,12,1,March,Tuesday
3415,3415,545305,2011-03-01 12:58:00,2011-03-01,2011,2011-03,3,03-01,1,12,1,March,Tuesday
3416,3416,545306,2011-03-01 13:04:00,2011-03-01,2011,2011-03,3,03-01,1,13,1,March,Tuesday
3417,3417,545308,2011-03-01 13:19:00,2011-03-01,2011,2011-03,3,03-01,1,13,1,March,Tuesday
3418,3418,545309,2011-03-01 13:40:00,2011-03-01,2011,2011-03,3,03-01,1,13,1,March,Tuesday
3419,3419,545310,2011-03-01 13:45:00,2011-03-01,2011,2011-03,3,03-01,1,13,1,March,Tuesday
3420,3420,545311,2011-03-01 13:45:00,2011-03-01,2011,2011-03,3,03-01,1,13,1,March,Tuesday
3421,3421,545312,2011-03-01 13:51:00,2011-03-01,2011,2011-03,3,03-01,1,13,1,March,Tuesday
3422,3422,545313,2011-03-01 13:55:00,2011-03-01,2011,2011-03,3,03-01,1,13,1,March,Tuesday
3423,3423,545314,2011-03-01 14:11:00,2011-03-01,2011,2011-03,3,03-01,1,14,1,March,Tuesday
3424,3424,545318,2011-03-01 14:26:00,2011-03-01,2011,2011-03,3,03-01,1,14,1,March,Tuesday
3425,3425,545319,2011-03-01 14:42:00,2011-03-01,2011,2011-03,3,03-01,1,14,1,March,Tuesday
3426,3426,545320,2011-03-01 14:47:00,2011-03-01,2011,2011-03,3,03-01,1,14,1,March,Tuesday
3427,3427,545321,2011-03-01 14:53:00,2011-03-01,2011,2011-03,3,03-01,1,14,1,March,Tuesday
3428,3428,545322,2011-03-01 14:56:00,2011-03-01,2011,2011-03,3,03-01,1,14,1,March,Tuesday
3429,3429,545323,2011-03-01 14:57:00,2011-03-01,2011,2011-03,3,03-01,1,14,1,March,Tuesday
3430,3430,545324,2011-03-01 14:58:00,2011-03-01,2011,2011-03,3,03-01,1,14,1,March,Tuesday
3431,3431,545325,2011-03-01 15:01:00,2011-03-01,2011,2011-03,3,03-01,1,15,1,March,Tuesday
3432,3432,545326,2011-03-01 15:12:00,2011-03-01,2011,2011-03,3,03-01,1,15,1,March,Tuesday
3433,3433,545327,2011-03-01 15:16:00,2011-03-01,2011,2011-03,3,03-01,1,15,1,March,Tuesday
3434,3434,545328,2011-03-01 15:47:00,2011-03-01,2011,2011-03,3,03-01,1,15,1,March,Tuesday
3435,3435,545331,2011-03-01 15:49:00,2011-03-01,2011,2011-03,3,03-01,1,15,1,March,Tuesday
3436,3436,545334,2011-03-01 16:34:00,2011-03-01,2011,2011-03,3,03-01,1,16,1,March,Tuesday
3437,3437,545337,2011-03-01 17:28:00,2011-03-01,2011,2011-03,3,03-01,1,17,1,March,Tuesday
3438,3438,545338,2011-03-01 17:32:00,2011-03-01,2011,2011-03,3,03-01,1,17,1,March,Tuesday
3439,3439,545339,2011-03-02 08:26:00,2011-03-02,2011,2011-03,3,03-02,2,8,2,March,Wednesday
3440,3440,545340,2011-03-02 08:41:00,2011-03-02,2011,2011-03,3,03-02,2,8,2,March,Wednesday
3441,3441,545341,2011-03-02 09:03:00,2011-03-02,2011,2011-03,3,03-02,2,9,2,March,Wednesday
3442,3442,545342,2011-03-02 09:04:00,2011-03-02,2011,2011-03,3,03-02,2,9,2,March,Wednesday
3443,3443,545343,2011-03-02 09:05:00,2011-03-02,2011,2011-03,3,03-02,2,9,2,March,Wednesday
3444,3444,545344,2011-03-02 09:24:00,2011-03-02,2011,2011-03,3,03-02,2,9,2,March,Wednesday
3445,3445,545345,2011-03-02 09:33:00,2011-03-02,2011,2011-03,3,03-02,2,9,2,March,Wednesday
3446,3446,545346,2011-03-02 09:49:00,2011-03-02,2011,2011-03,3,03-02,2,9,2,March,Wednesday
3447,3447,545347,2011-03-02 10:20:00,2011-03-02,2011,2011-03,3,03-02,2,10,2,March,Wednesday
3448,3448,545348,2011-03-02 10:49:00,2011-03-02,2011,2011-03,3,03-02,2,10,2,March,Wednesday
3449,3449,545349,2011-03-02 11:07:00,2011-03-02,2011,2011-03,3,03-02,2,11,2,March,Wednesday
3450,3450,545377,2011-03-02 11:32:00,2011-03-02,2011,2011-03,3,03-02,2,11,2,March,Wednesday
3451,3451,545398,2011-03-02 11:43:00,2011-03-02,2011,2011-03,3,03-02,2,11,2,March,Wednesday
3452,3452,545399,2011-03-02 11:48:00,2011-03-02,2011,2011-03,3,03-02,2,11,2,March,Wednesday
3453,3453,545400,2011-03-02 12:03:00,2011-03-02,2011,2011-03,3,03-02,2,12,2,March,Wednesday
3454,3454,545408,2011-03-02 12:10:00,2011-03-02,2011,2011-03,3,03-02,2,12,2,March,Wednesday
3455,3455,545410,2011-03-02 12:18:00,2011-03-02,2011,2011-03,3,03-02,2,12,2,March,Wednesday
3456,3456,545411,2011-03-02 12:21:00,2011-03-02,2011,2011-03,3,03-02,2,12,2,March,Wednesday
3457,3457,545412,2011-03-02 12:24:00,2011-03-02,2011,2011-03,3,03-02,2,12,2,March,Wednesday
3458,3458,545413,2011-03-02 12:24:00,2011-03-02,2011,2011-03,3,03-02,2,12,2,March,Wednesday
3459,3459,545414,2011-03-02 12:43:00,2011-03-02,2011,2011-03,3,03-02,2,12,2,March,Wednesday
3460,3460,545415,2011-03-02 13:03:00,2011-03-02,2011,2011-03,3,03-02,2,13,2,March,Wednesday
3461,3461,545416,2011-03-02 13:35:00,2011-03-02,2011,2011-03,3,03-02,2,13,2,March,Wednesday
3462,3462,545417,2011-03-02 13:42:00,2011-03-02,2011,2011-03,3,03-02,2,13,2,March,Wednesday
3463,3463,545418,2011-03-02 13:56:00,2011-03-02,2011,2011-03,3,03-02,2,13,2,March,Wednesday
3464,3464,545419,2011-03-02 14:16:00,2011-03-02,2011,2011-03,3,03-02,2,14,2,March,Wednesday
3465,3465,545423,2011-03-02 14:34:00,2011-03-02,2011,2011-03,3,03-02,2,14,2,March,Wednesday
3466,3466,545425,2011-03-02 14:39:00,2011-03-02,2011,2011-03,3,03-02,2,14,2,March,Wednesday
3467,3467,545426,2011-03-02 14:41:00,2011-03-02,2011,2011-03,3,03-02,2,14,2,March,Wednesday
3468,3468,545427,2011-03-02 14:41:00,2011-03-02,2011,2011-03,3,03-02,2,14,2,March,Wednesday
3469,3469,545428,2011-03-02 14:43:00,2011-03-02,2011,2011-03,3,03-02,2,14,2,March,Wednesday
3470,3470,545429,2011-03-02 14:46:00,2011-03-02,2011,2011-03,3,03-02,2,14,2,March,Wednesday
3471,3471,545430,2011-03-02 14:50:00,2011-03-02,2011,2011-03,3,03-02,2,14,2,March,Wednesday
3472,3472,545431,2011-03-02 14:58:00,2011-03-02,2011,2011-03,3,03-02,2,14,2,March,Wednesday
3473,3473,545433,2011-03-02 15:15:00,2011-03-02,2011,2011-03,3,03-02,2,15,2,March,Wednesday
3474,3474,545435,2011-03-02 15:28:00,2011-03-02,2011,2011-03,3,03-02,2,15,2,March,Wednesday
3475,3475,545441,2011-03-02 16:17:00,2011-03-02,2011,2011-03,3,03-02,2,16,2,March,Wednesday
3476,3476,545445,2011-03-02 16:26:00,2011-03-02,2011,2011-03,3,03-02,2,16,2,March,Wednesday
3477,3477,545447,2011-03-02 16:34:00,2011-03-02,2011,2011-03,3,03-02,2,16,2,March,Wednesday
3478,3478,545448,2011-03-02 16:35:00,2011-03-02,2011,2011-03,3,03-02,2,16,2,March,Wednesday
3479,3479,545459,2011-03-02 17:21:00,2011-03-02,2011,2011-03,3,03-02,2,17,2,March,Wednesday
3480,3480,545460,2011-03-02 17:32:00,2011-03-02,2011,2011-03,3,03-02,2,17,2,March,Wednesday
3481,3481,545460,2011-03-02 17:33:00,2011-03-02,2011,2011-03,3,03-02,2,17,2,March,Wednesday
3482,3482,545461,2011-03-03 08:24:00,2011-03-03,2011,2011-03,3,03-03,3,8,3,March,Thursday
3483,3483,545462,2011-03-03 08:24:00,2011-03-03,2011,2011-03,3,03-03,3,8,3,March,Thursday
3484,3484,545463,2011-03-03 08:36:00,2011-03-03,2011,2011-03,3,03-03,3,8,3,March,Thursday
3485,3485,545465,2011-03-03 09:25:00,2011-03-03,2011,2011-03,3,03-03,3,9,3,March,Thursday
3486,3486,545466,2011-03-03 09:26:00,2011-03-03,2011,2011-03,3,03-03,3,9,3,March,Thursday
3487,3487,545467,2011-03-03 09:39:00,2011-03-03,2011,2011-03,3,03-03,3,9,3,March,Thursday
3488,3488,545468,2011-03-03 09:41:00,2011-03-03,2011,2011-03,3,03-03,3,9,3,March,Thursday
3489,3489,545469,2011-03-03 10:09:00,2011-03-03,2011,2011-03,3,03-03,3,10,3,March,Thursday
3490,3490,545470,2011-03-03 10:26:00,2011-03-03,2011,2011-03,3,03-03,3,10,3,March,Thursday
3491,3491,545471,2011-03-03 10:34:00,2011-03-03,2011,2011-03,3,03-03,3,10,3,March,Thursday
3492,3492,545474,2011-03-03 10:55:00,2011-03-03,2011,2011-03,3,03-03,3,10,3,March,Thursday
3493,3493,545475,2011-03-03 10:59:00,2011-03-03,2011,2011-03,3,03-03,3,10,3,March,Thursday
3494,3494,545477,2011-03-03 11:07:00,2011-03-03,2011,2011-03,3,03-03,3,11,3,March,Thursday
3495,3495,545503,2011-03-03 11:34:00,2011-03-03,2011,2011-03,3,03-03,3,11,3,March,Thursday
3496,3496,545505,2011-03-03 11:40:00,2011-03-03,2011,2011-03,3,03-03,3,11,3,March,Thursday
3497,3497,545512,2011-03-03 12:00:00,2011-03-03,2011,2011-03,3,03-03,3,12,3,March,Thursday
3498,3498,545514,2011-03-03 12:06:00,2011-03-03,2011,2011-03,3,03-03,3,12,3,March,Thursday
3499,3499,545515,2011-03-03 12:06:00,2011-03-03,2011,2011-03,3,03-03,3,12,3,March,Thursday
3500,3500,545517,2011-03-03 12:20:00,2011-03-03,2011,2011-03,3,03-03,3,12,3,March,Thursday
3501,3501,545518,2011-03-03 12:24:00,2011-03-03,2011,2011-03,3,03-03,3,12,3,March,Thursday
3502,3502,545519,2011-03-03 12:27:00,2011-03-03,2011,2011-03,3,03-03,3,12,3,March,Thursday
3503,3503,545521,2011-03-03 12:30:00,2011-03-03,2011,2011-03,3,03-03,3,12,3,March,Thursday
3504,3504,545522,2011-03-03 12:35:00,2011-03-03,2011,2011-03,3,03-03,3,12,3,March,Thursday
3505,3505,545523,2011-03-03 12:41:00,2011-03-03,2011,2011-03,3,03-03,3,12,3,March,Thursday
3506,3506,545524,2011-03-03 12:53:00,2011-03-03,2011,2011-03,3,03-03,3,12,3,March,Thursday
3507,3507,545526,2011-03-03 13:14:00,2011-03-03,2011,2011-03,3,03-03,3,13,3,March,Thursday
3508,3508,545530,2011-03-03 13:45:00,2011-03-03,2011,2011-03,3,03-03,3,13,3,March,Thursday
3509,3509,545533,2011-03-03 14:04:00,2011-03-03,2011,2011-03,3,03-03,3,14,3,March,Thursday
3510,3510,545534,2011-03-03 14:05:00,2011-03-03,2011,2011-03,3,03-03,3,14,3,March,Thursday
3511,3511,545535,2011-03-03 14:09:00,2011-03-03,2011,2011-03,3,03-03,3,14,3,March,Thursday
3512,3512,545536,2011-03-03 14:12:00,2011-03-03,2011,2011-03,3,03-03,3,14,3,March,Thursday
3513,3513,545543,2011-03-03 14:43:00,2011-03-03,2011,2011-03,3,03-03,3,14,3,March,Thursday
3514,3514,545544,2011-03-03 14:56:00,2011-03-03,2011,2011-03,3,03-03,3,14,3,March,Thursday
3515,3515,545545,2011-03-03 15:02:00,2011-03-03,2011,2011-03,3,03-03,3,15,3,March,Thursday
3516,3516,545550,2011-03-03 15:11:00,2011-03-03,2011,2011-03,3,03-03,3,15,3,March,Thursday
3517,3517,545555,2011-03-03 15:17:00,2011-03-03,2011,2011-03,3,03-03,3,15,3,March,Thursday
3518,3518,545557,2011-03-03 15:30:00,2011-03-03,2011,2011-03,3,03-03,3,15,3,March,Thursday
3519,3519,545558,2011-03-03 15:31:00,2011-03-03,2011,2011-03,3,03-03,3,15,3,March,Thursday
3520,3520,545559,2011-03-03 15:31:00,2011-03-03,2011,2011-03,3,03-03,3,15,3,March,Thursday
3521,3521,545570,2011-03-03 16:28:00,2011-03-03,2011,2011-03,3,03-03,3,16,3,March,Thursday
3522,3522,545571,2011-03-03 16:34:00,2011-03-03,2011,2011-03,3,03-03,3,16,3,March,Thursday
3523,3523,545573,2011-03-03 16:58:00,2011-03-03,2011,2011-03,3,03-03,3,16,3,March,Thursday
3524,3524,545574,2011-03-03 18:16:00,2011-03-03,2011,2011-03,3,03-03,3,18,3,March,Thursday
3525,3525,545575,2011-03-03 18:28:00,2011-03-03,2011,2011-03,3,03-03,3,18,3,March,Thursday
3526,3526,545576,2011-03-03 18:46:00,2011-03-03,2011,2011-03,3,03-03,3,18,3,March,Thursday
3527,3527,545577,2011-03-03 19:18:00,2011-03-03,2011,2011-03,3,03-03,3,19,3,March,Thursday
3528,3528,545578,2011-03-03 19:21:00,2011-03-03,2011,2011-03,3,03-03,3,19,3,March,Thursday
3529,3529,545579,2011-03-04 08:10:00,2011-03-04,2011,2011-03,3,03-04,4,8,4,March,Friday
3530,3530,545580,2011-03-04 08:43:00,2011-03-04,2011,2011-03,3,03-04,4,8,4,March,Friday
3531,3531,545582,2011-03-04 09:05:00,2011-03-04,2011,2011-03,3,03-04,4,9,4,March,Friday
3532,3532,545583,2011-03-04 09:08:00,2011-03-04,2011,2011-03,3,03-04,4,9,4,March,Friday
3533,3533,545585,2011-03-04 09:32:00,2011-03-04,2011,2011-03,3,03-04,4,9,4,March,Friday
3534,3534,545587,2011-03-04 09:46:00,2011-03-04,2011,2011-03,3,03-04,4,9,4,March,Friday
3535,3535,545588,2011-03-04 10:03:00,2011-03-04,2011,2011-03,3,03-04,4,10,4,March,Friday
3536,3536,545589,2011-03-04 10:21:00,2011-03-04,2011,2011-03,3,03-04,4,10,4,March,Friday
3537,3537,545590,2011-03-04 10:24:00,2011-03-04,2011,2011-03,3,03-04,4,10,4,March,Friday
3538,3538,545591,2011-03-04 10:28:00,2011-03-04,2011,2011-03,3,03-04,4,10,4,March,Friday
3539,3539,545592,2011-03-04 10:30:00,2011-03-04,2011,2011-03,3,03-04,4,10,4,March,Friday
3540,3540,545593,2011-03-04 10:31:00,2011-03-04,2011,2011-03,3,03-04,4,10,4,March,Friday
3541,3541,545595,2011-03-04 10:39:00,2011-03-04,2011,2011-03,3,03-04,4,10,4,March,Friday
3542,3542,545596,2011-03-04 10:49:00,2011-03-04,2011,2011-03,3,03-04,4,10,4,March,Friday
3543,3543,545597,2011-03-04 10:58:00,2011-03-04,2011,2011-03,3,03-04,4,10,4,March,Friday
3544,3544,545601,2011-03-04 11:49:00,2011-03-04,2011,2011-03,3,03-04,4,11,4,March,Friday
3545,3545,545602,2011-03-04 11:49:00,2011-03-04,2011,2011-03,3,03-04,4,11,4,March,Friday
3546,3546,545603,2011-03-04 11:49:00,2011-03-04,2011,2011-03,3,03-04,4,11,4,March,Friday
3547,3547,545630,2011-03-04 12:06:00,2011-03-04,2011,2011-03,3,03-04,4,12,4,March,Friday
3548,3548,545634,2011-03-04 12:12:00,2011-03-04,2011,2011-03,3,03-04,4,12,4,March,Friday
3549,3549,545635,2011-03-04 12:14:00,2011-03-04,2011,2011-03,3,03-04,4,12,4,March,Friday
3550,3550,545636,2011-03-04 12:15:00,2011-03-04,2011,2011-03,3,03-04,4,12,4,March,Friday
3551,3551,545637,2011-03-04 12:16:00,2011-03-04,2011,2011-03,3,03-04,4,12,4,March,Friday
3552,3552,545638,2011-03-04 12:26:00,2011-03-04,2011,2011-03,3,03-04,4,12,4,March,Friday
3553,3553,545644,2011-03-04 12:37:00,2011-03-04,2011,2011-03,3,03-04,4,12,4,March,Friday
3554,3554,545645,2011-03-04 12:42:00,2011-03-04,2011,2011-03,3,03-04,4,12,4,March,Friday
3555,3555,545646,2011-03-04 12:42:00,2011-03-04,2011,2011-03,3,03-04,4,12,4,March,Friday
3556,3556,545647,2011-03-04 12:46:00,2011-03-04,2011,2011-03,3,03-04,4,12,4,March,Friday
3557,3557,545648,2011-03-04 13:09:00,2011-03-04,2011,2011-03,3,03-04,4,13,4,March,Friday
3558,3558,545649,2011-03-04 13:14:00,2011-03-04,2011,2011-03,3,03-04,4,13,4,March,Friday
3559,3559,545652,2011-03-04 13:27:00,2011-03-04,2011,2011-03,3,03-04,4,13,4,March,Friday
3560,3560,545653,2011-03-04 13:39:00,2011-03-04,2011,2011-03,3,03-04,4,13,4,March,Friday
3561,3561,545654,2011-03-04 13:46:00,2011-03-04,2011,2011-03,3,03-04,4,13,4,March,Friday
3562,3562,545655,2011-03-04 13:58:00,2011-03-04,2011,2011-03,3,03-04,4,13,4,March,Friday
3563,3563,545656,2011-03-04 13:58:00,2011-03-04,2011,2011-03,3,03-04,4,13,4,March,Friday
3564,3564,545657,2011-03-04 14:02:00,2011-03-04,2011,2011-03,3,03-04,4,14,4,March,Friday
3565,3565,545658,2011-03-04 14:13:00,2011-03-04,2011,2011-03,3,03-04,4,14,4,March,Friday
3566,3566,545659,2011-03-04 14:21:00,2011-03-04,2011,2011-03,3,03-04,4,14,4,March,Friday
3567,3567,545660,2011-03-04 14:28:00,2011-03-04,2011,2011-03,3,03-04,4,14,4,March,Friday
3568,3568,545661,2011-03-04 14:41:00,2011-03-04,2011,2011-03,3,03-04,4,14,4,March,Friday
3569,3569,545662,2011-03-04 14:42:00,2011-03-04,2011,2011-03,3,03-04,4,14,4,March,Friday
3570,3570,545663,2011-03-04 14:52:00,2011-03-04,2011,2011-03,3,03-04,4,14,4,March,Friday
3571,3571,545664,2011-03-04 15:15:00,2011-03-04,2011,2011-03,3,03-04,4,15,4,March,Friday
3572,3572,545665,2011-03-04 15:20:00,2011-03-04,2011,2011-03,3,03-04,4,15,4,March,Friday
3573,3573,545668,2011-03-04 17:02:00,2011-03-04,2011,2011-03,3,03-04,4,17,4,March,Friday
3574,3574,545669,2011-03-06 10:05:00,2011-03-06,2011,2011-03,3,03-06,6,10,6,March,Sunday
3575,3575,545670,2011-03-06 10:07:00,2011-03-06,2011,2011-03,3,03-06,6,10,6,March,Sunday
3576,3576,545675,2011-03-06 10:26:00,2011-03-06,2011,2011-03,3,03-06,6,10,6,March,Sunday
3577,3577,545676,2011-03-06 10:26:00,2011-03-06,2011,2011-03,3,03-06,6,10,6,March,Sunday
3578,3578,545680,2011-03-06 11:27:00,2011-03-06,2011,2011-03,3,03-06,6,11,6,March,Sunday
3579,3579,545681,2011-03-06 11:28:00,2011-03-06,2011,2011-03,3,03-06,6,11,6,March,Sunday
3580,3580,545682,2011-03-06 11:39:00,2011-03-06,2011,2011-03,3,03-06,6,11,6,March,Sunday
3581,3581,545683,2011-03-06 11:50:00,2011-03-06,2011,2011-03,3,03-06,6,11,6,March,Sunday
3582,3582,545684,2011-03-06 11:52:00,2011-03-06,2011,2011-03,3,03-06,6,11,6,March,Sunday
3583,3583,545685,2011-03-06 11:55:00,2011-03-06,2011,2011-03,3,03-06,6,11,6,March,Sunday
3584,3584,545686,2011-03-06 12:09:00,2011-03-06,2011,2011-03,3,03-06,6,12,6,March,Sunday
3585,3585,545687,2011-03-06 12:20:00,2011-03-06,2011,2011-03,3,03-06,6,12,6,March,Sunday
3586,3586,545688,2011-03-06 12:42:00,2011-03-06,2011,2011-03,3,03-06,6,12,6,March,Sunday
3587,3587,545690,2011-03-06 12:46:00,2011-03-06,2011,2011-03,3,03-06,6,12,6,March,Sunday
3588,3588,545691,2011-03-06 12:52:00,2011-03-06,2011,2011-03,3,03-06,6,12,6,March,Sunday
3589,3589,545692,2011-03-06 12:58:00,2011-03-06,2011,2011-03,3,03-06,6,12,6,March,Sunday
3590,3590,545693,2011-03-06 14:09:00,2011-03-06,2011,2011-03,3,03-06,6,14,6,March,Sunday
3591,3591,545694,2011-03-06 14:10:00,2011-03-06,2011,2011-03,3,03-06,6,14,6,March,Sunday
3592,3592,545695,2011-03-06 14:15:00,2011-03-06,2011,2011-03,3,03-06,6,14,6,March,Sunday
3593,3593,545696,2011-03-06 14:21:00,2011-03-06,2011,2011-03,3,03-06,6,14,6,March,Sunday
3594,3594,545697,2011-03-06 14:38:00,2011-03-06,2011,2011-03,3,03-06,6,14,6,March,Sunday
3595,3595,545698,2011-03-06 14:44:00,2011-03-06,2011,2011-03,3,03-06,6,14,6,March,Sunday
3596,3596,545699,2011-03-06 14:50:00,2011-03-06,2011,2011-03,3,03-06,6,14,6,March,Sunday
3597,3597,545700,2011-03-06 14:57:00,2011-03-06,2011,2011-03,3,03-06,6,14,6,March,Sunday
3598,3598,545701,2011-03-06 15:17:00,2011-03-06,2011,2011-03,3,03-06,6,15,6,March,Sunday
3599,3599,545702,2011-03-06 15:21:00,2011-03-06,2011,2011-03,3,03-06,6,15,6,March,Sunday
3600,3600,545704,2011-03-07 08:30:00,2011-03-07,2011,2011-03,3,03-07,7,8,0,March,Monday
3601,3601,545705,2011-03-07 09:00:00,2011-03-07,2011,2011-03,3,03-07,7,9,0,March,Monday
3602,3602,545706,2011-03-07 09:10:00,2011-03-07,2011,2011-03,3,03-07,7,9,0,March,Monday
3603,3603,545707,2011-03-07 09:35:00,2011-03-07,2011,2011-03,3,03-07,7,9,0,March,Monday
3604,3604,545708,2011-03-07 09:39:00,2011-03-07,2011,2011-03,3,03-07,7,9,0,March,Monday
3605,3605,545709,2011-03-07 09:49:00,2011-03-07,2011,2011-03,3,03-07,7,9,0,March,Monday
3606,3606,545710,2011-03-07 09:52:00,2011-03-07,2011,2011-03,3,03-07,7,9,0,March,Monday
3607,3607,545711,2011-03-07 09:52:00,2011-03-07,2011,2011-03,3,03-07,7,9,0,March,Monday
3608,3608,545712,2011-03-07 09:52:00,2011-03-07,2011,2011-03,3,03-07,7,9,0,March,Monday
3609,3609,545718,2011-03-07 10:22:00,2011-03-07,2011,2011-03,3,03-07,7,10,0,March,Monday
3610,3610,545719,2011-03-07 10:28:00,2011-03-07,2011,2011-03,3,03-07,7,10,0,March,Monday
3611,3611,545721,2011-03-07 10:52:00,2011-03-07,2011,2011-03,3,03-07,7,10,0,March,Monday
3612,3612,545722,2011-03-07 11:06:00,2011-03-07,2011,2011-03,3,03-07,7,11,0,March,Monday
3613,3613,545725,2011-03-07 11:32:00,2011-03-07,2011,2011-03,3,03-07,7,11,0,March,Monday
3614,3614,545738,2011-03-07 11:44:00,2011-03-07,2011,2011-03,3,03-07,7,11,0,March,Monday
3615,3615,545748,2011-03-07 11:52:00,2011-03-07,2011,2011-03,3,03-07,7,11,0,March,Monday
3616,3616,545752,2011-03-07 11:54:00,2011-03-07,2011,2011-03,3,03-07,7,11,0,March,Monday
3617,3617,545759,2011-03-07 11:56:00,2011-03-07,2011,2011-03,3,03-07,7,11,0,March,Monday
3618,3618,545764,2011-03-07 12:00:00,2011-03-07,2011,2011-03,3,03-07,7,12,0,March,Monday
3619,3619,545790,2011-03-07 12:12:00,2011-03-07,2011,2011-03,3,03-07,7,12,0,March,Monday
3620,3620,545797,2011-03-07 12:17:00,2011-03-07,2011,2011-03,3,03-07,7,12,0,March,Monday
3621,3621,545812,2011-03-07 12:26:00,2011-03-07,2011,2011-03,3,03-07,7,12,0,March,Monday
3622,3622,545815,2011-03-07 12:26:00,2011-03-07,2011,2011-03,3,03-07,7,12,0,March,Monday
3623,3623,545819,2011-03-07 12:31:00,2011-03-07,2011,2011-03,3,03-07,7,12,0,March,Monday
3624,3624,545820,2011-03-07 12:46:00,2011-03-07,2011,2011-03,3,03-07,7,12,0,March,Monday
3625,3625,545821,2011-03-07 12:50:00,2011-03-07,2011,2011-03,3,03-07,7,12,0,March,Monday
3626,3626,545822,2011-03-07 12:53:00,2011-03-07,2011,2011-03,3,03-07,7,12,0,March,Monday
3627,3627,545826,2011-03-07 13:03:00,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
3628,3628,545830,2011-03-07 13:10:00,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
3629,3629,545835,2011-03-07 13:17:00,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
3630,3630,545838,2011-03-07 13:33:00,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
3631,3631,545842,2011-03-07 13:37:00,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
3632,3632,545845,2011-03-07 13:38:00,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
3633,3633,545851,2011-03-07 13:45:00,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
3634,3634,545853,2011-03-07 13:50:00,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
3635,3635,545854,2011-03-07 13:51:00,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
3636,3636,545855,2011-03-07 13:52:00,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
3637,3637,545856,2011-03-07 13:54:00,2011-03-07,2011,2011-03,3,03-07,7,13,0,March,Monday
3638,3638,545859,2011-03-07 14:10:00,2011-03-07,2011,2011-03,3,03-07,7,14,0,March,Monday
3639,3639,545865,2011-03-07 14:17:00,2011-03-07,2011,2011-03,3,03-07,7,14,0,March,Monday
3640,3640,545868,2011-03-07 14:33:00,2011-03-07,2011,2011-03,3,03-07,7,14,0,March,Monday
